source,target,weight,annee,mois,commentaire
TOURS,PARIS MONTPARNASSE,75.8,2015,7,"Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30)."
VANNES,PARIS MONTPARNASSE,91.6,2015,7,"Cette ligne a été impactée par plusieurs incendies aux abords des voies : le 12/07 à NOYEN (17 TGV retardés de 11' à 2h47), sur LGV le 21/07 (20 TGV retardés de 15' à 2h20) et le 22/07 entre LAVAL et LE MANS (26 TGV de 13' à 4h03). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00)."
TOULON,PARIS LYON,74.0,2015,7,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet
PARIS MONTPARNASSE,RENNES,85.3,2015,7,
PARIS MONTPARNASSE,NANTES,82.3,2015,7,
LILLE,PARIS NORD,89.2,2015,8,
ARRAS,PARIS NORD,88.2,2015,8,
NANCY,PARIS EST,98.9,2015,8,
PARIS EST,REIMS,94.7,2015,8,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,93.8,2015,8,"Ce mois-ci, l'OD a été touché sur ligne garnde vitesse par un dérangement d'installations à Marcoussis le 4 (20 TGV ; 564mn), un colis susspect en gare de Paris Montparnasse le 20 (10 TGV ; 318mn), la défaillance d'une rame en sortie de gare à Paris Montparnasse le 26 (15 TGV ; 427mn), de multiples disjonctions provoquées par un oiseau en toiture de rame à Massy le 27 (14 TGV ; 325mn), un dérangement d'installation à Massy le 28 (38 TGV ; 674mn) et le 29 (11 TGV ; 331mn).
Sur ligne classique l'OD a été touchée par la foudre sur la caténaire à Coutras le 3 (9 TGV ; 732mn), un affaissement caténaire à Ruffec (28 TGV ;  1726mn) et un dérangement des installations radio entre Mouthiers et St Aigulin (27 TGV ; 310mn) le 4, un accident de personne à Poitiers le 8 (29 TGV ; 2219mn) et un colis suspect en gare de La Rochelle le 9 (6 TGV ; 429mn)"
PARIS MONTPARNASSE,BORDEAUX ST JEAN,90.2,2015,8,"Ce mois-ci, l'OD a été touché sur ligne garnde vitesse par un dérangement d'installations à Marcoussis le 4 (20 TGV ; 564mn), un colis susspect en gare de Paris Montparnasse le 20 (10 TGV ; 318mn), la défaillance d'une rame en sortie de gare à Paris Montparnasse le 26 (15 TGV ; 427mn), de multiples disjonctions provoquées par un oiseau en toiture de rame à Massy le 27 (14 TGV ; 325mn), un dérangement d'installation à Massy le 28 (38 TGV ; 674mn) et le 29 (11 TGV ; 331mn).
Sur ligne classique l'OD a été touchée par la foudre sur la caténaire à Coutras le 3 (9 TGV ; 732mn), un affaissement caténaire à Ruffec (28 TGV ;  1726mn) et un dérangement des installations radio entre Mouthiers et St Aigulin (27 TGV ; 310mn) le 4 et un accident de personne à Poitiers le 8 (29 TGV ; 2219mn)."
PARIS LYON,NIMES,75.3,2015,8,"En août 2015, la régularité des TGV Sud-Est a été impactée par les conditions climatiques (incendies aux abords des voies, orages)"
AIX EN PROVENCE TGV,PARIS LYON,90.3,2015,9,
PARIS MONTPARNASSE,POITIERS,94.8,2015,8,
BELLEGARDE (AIN),PARIS LYON,91.0,2015,9,
PARIS MONTPARNASSE,TOURS,93.3,2015,8,
STRASBOURG,PARIS EST,86.3,2015,8,
PARIS NORD,LILLE,91.1,2015,8,
ARRAS,PARIS NORD,91.4,2015,9,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,84.8,2015,7,"Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30)."
MARSEILLE ST CHARLES,LYON PART DIEU,61.9,2015,7,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet
NICE VILLE,PARIS LYON,70.7,2015,7,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet
MONTPELLIER,PARIS LYON,72.7,2015,7,Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juillet
PARIS MONTPARNASSE,LE MANS,82.1,2015,7,
NANTES,PARIS MONTPARNASSE,80.3,2015,7,
MULHOUSE VILLE,PARIS LYON,92.0,2015,7,
MACON LOCHE,PARIS LYON,84.3,2015,7,
NANTES,STRASBOURG,86.3,2015,7,
PARIS NORD,ARRAS,88.5,2013,12,
LYON PART DIEU,RENNES,77.4,2015,11,"Ce mois-ci, la liaison a été marquée par:
Le 5: un rail cassé vers Sillé-le-Guillaume (31 TGV; 455mn)
Le 7: le choc d'un volatile dans le pantographe provocant des disjonctions caténaires à l'entre de la ligne grande vitesse à Connerré (10 TGV; 358mn)
Le 11: un colis suspect en gare de Lyon Part-Dieu (14 TGV; 268mn)
Le 12: la présence d'une personne dans les voies à la sortie de la gare de Paris Montparnasse (29 TGV; 558mn)
Le 23: le heurt d'un animal sur la ligne grande vitesse vers Vendôme (37 TGV; 1074mn)
Le 24: une avarie matérielle à la sortie du complexe lyonnais (23 TGV; 1012mn)
Le 27: le heurt d'un sanglier par un TER vers Laval (10 TGV; 1897mn)
Le 29: un colis suspect à Paris Montparnasse (19 TGV; 221mn)
Le 29: le heurt d'un sanglier vers Laval (11 TGV; 873mn)
Le 29: une restitution tardive de travaux à Valenton"
BORDEAUX ST JEAN,PARIS MONTPARNASSE,89.1,2015,11,"Ce mois-ci, la liaison a été marquée par:
Le 12: la présence d'une personne dans les voies à la sortie de la gare de Paris Montparnasse (29 TGV; 558mn)
Le 13: un défaut de géométrie de la voie à Poitiers (32 TGV; 343mn)
Le 15: le heurt d'un chevreuil vers Villeperdue (21 TGV; 635mn)
Le 23: le heurt d'un animal sur la ligne grande vitesse vers Vendôme (37 TGV; 1074mn)
Le 24: un colis suspect dans un train  à Bordeaux (20 TGV; 641mn)
Le 29: un colis suspect à Paris Montparnasse (19 TGV; 221mn)"
LYON PART DIEU,LILLE,75.4,2015,11,"On voit apparaître en ce mois de novembre une recrudescence de bagages abandonnés se transformant en colis suspect suite aux évènements tragiques survenus ce vendredi 13 (1 à 2 par jour au moins).
A cela s'ajoute un grand nombre  de heurt d'animaux (exemple les 03, 06 et 24) ainsi que des défauts d'alimentation électrique (exemple les 07, 08, 09, 13, 19 et 23)."
ANGERS SAINT LAUD,PARIS MONTPARNASSE,92.5,2015,11,
BESANCON FRANCHE COMTE TGV,PARIS LYON,94.6,2015,11,
LE MANS,PARIS MONTPARNASSE,88.3,2015,11,
LYON PART DIEU,PARIS LYON,93.2,2015,11,
LILLE,PARIS NORD,86.6,2015,11,
NANCY,PARIS EST,95.8,2015,11,
LYON PART DIEU,LILLE,75.8,2013,3,Les très importantes chutes de neige avec formation de congères survenues dans le nord à partir du lundi 11 mars dans la soirée jusqu'au vendredi 15 mars et également dans le sud-est le 12 mars ont fortement perturbé la production. Elles ont imposé des limitations de vitesse pour éviter les projections de glace. Les conditions climatiques difficiles de ces derniers mois ont par ailleurs perturbé les différents programmes travaux sur les voies prolongeant ainsi certaines limitations de vitesse au-delà des délais prévus. notamment sur Arras et la périphérie de Lyon.
LYON PART DIEU,MARSEILLE ST CHARLES,72.9,2013,3,"Malgré un temps de parcours relativement court entre ces deux gares, l'essentiel des trains assurant cette desserte sont origine de l'ouest ou du Nord de la France et ont donc parcouru une très longue distance et souvent déjà accumulé du retard avant même d'assurer cette desserte située en fin de parcours du train."
ANNECY,PARIS LYON,93.4,2013,3,La journée du 12 mars a été très perturbée par les intempéries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
LA ROCHELLE VILLE,PARIS MONTPARNASSE,94.1,2013,3,Épisode neigeux avec fortes répercussions sur la production les 12 et 13 mars.
PARIS MONTPARNASSE,ST PIERRE DES CORPS,90.8,2013,3,
PARIS MONTPARNASSE,POITIERS,94.5,2013,3,
PARIS MONTPARNASSE,ANGOULEME,91.8,2013,3,
RENNES,PARIS MONTPARNASSE,87.6,2013,3,
MARSEILLE ST CHARLES,LILLE,72.6,2013,3,
PARIS NORD,DUNKERQUE,89.3,2013,3,
MARSEILLE ST CHARLES,LILLE,60.9,2013,2,Les chutes de neige des 10 et 11 février nécessitent de réduire la vitesse des trains sur la ligne à grande vitesse à 230 km/h voire 170 km/h pour éviter les dangers liés aux projections de glace. Les rames TGV ont également souffert de ces intempéries ainsi que du froid associé avec des pannes de train en cours de circulation. Les installations caténaires ont subi également des avaries. A noter aussi des heurts d'animaux dans le Sud-Est et des colis abandonnés à Marseille et Marne.
LYON PART DIEU,LILLE,70.0,2013,2,Les chutes de neige des 10 et 11 février nécessitent de réduire la vitesse des trains sur la ligne à grande vitesse à 230 km/h voire 170 km/h pour éviter les dangers liés aux projections de glace. Les rames TGV ont également souffert de ces intempéries ainsi que du froid associé avec des pannes de train en cours de circulation. Les installations caténaires ont subi également des avaries. A noter aussi des heurts d'animaux dans le Sud-Est et des colis abandonnés à Marseille et Marne.
NANTES,PARIS MONTPARNASSE,94.6,2013,2,"Quelques événements ayant de fortes répercussions sur la régularité des trains ont eu lieu (panne d'un train de travaux le 12, accident de personne le 20, rail cassé à l'entrée de la ligne à grande vitesse le 21, heurt d'une vache le 26)."
PARIS MONTPARNASSE,NANTES,94.2,2013,2,"Quelques événements ayant de fortes répercussions sur la régularité des trains ont eu lieu (panne d'un train de travaux le 12, accident de personne le 20, rail cassé à l'entrée de la ligne à grande vitesse le 21, heurt d'une vache le 26)."
LYON PART DIEU,MONTPELLIER,79.8,2013,2,Conditions météorologiques difficiles (en particulier la neige et le froid).
PARIS LYON,MARSEILLE ST CHARLES,89.6,2013,2,
PARIS MONTPARNASSE,LE MANS,93.5,2013,2,
DIJON VILLE,PARIS LYON,87.9,2013,2,
PARIS LYON,MACON LOCHE,88.2,2013,2,
GRENOBLE,PARIS LYON,85.0,2013,2,
LYON PART DIEU,LILLE,68.0,2013,1,"Circulation touchée principalement par les chutes de neige du 14 au 23 janvier sur le Nord et du 15 au 21 janvier sur le Sud Est. Durant cette période, pour éviter les dangers liés aux projections de glace, la vitesse des trains sur la ligne à grande vitesse du Nord ou du Sud Est a été limitée à 230 km/h voire 170 km/h . Les installations au sol ainsi que les rames TGV ont également connu des difficultés liées à cet épisode neigeux."
METZ,PARIS EST,78.7,2013,1,Plusieures journées d'intempéries ont contraint à réduire la vitesse des TGV sur leur parcours.
PARIS MONTPARNASSE,ANGERS SAINT LAUD,91.0,2013,1,
ANGERS SAINT LAUD,PARIS MONTPARNASSE,89.0,2013,1,
CHAMBERY CHALLES LES EAUX,PARIS LYON,81.4,2013,1,
PARIS LYON,CHAMBERY CHALLES LES EAUX,80.4,2013,1,
MARSEILLE ST CHARLES,PARIS LYON,89.0,2013,1,
PARIS MONTPARNASSE,LE MANS,82.6,2013,1,
PARIS LYON,MONTPELLIER,89.1,2013,1,
PARIS LYON,DIJON VILLE,94.2,2013,1,
RENNES,LYON PART DIEU,92.5,2013,4,"Accident de personne près de Lyon, rail cassé entre Nantes et Le Mans retardant l'une des deux parties du TGV 5346 pour Lyon (l'autre étant en provenance de Rennes), incident caténaire (fil d'alimentation électrique) à Lyon, problème technique ne permettant pas de tracer le parcours des itinéraires des TGV."
LYON PART DIEU,PARIS LYON,93.7,2013,4,"Plusieurs incidents techniques et des actes de malveillance ont eu lieu les 17, 19, 21, 25 et 26 Avril sur l'Axe Paris-Lyon entrainant de nombreux retards."
PARIS LYON,PERPIGNAN,88.9,2013,4,"Plusieurs incidents techniques et des actes de malveillance ont eu lieu les 17, 19, 21, 25 et 26 Avril sur l'Axe Paris-Lyon entrainant de nombreux retards."
ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.4,2013,4,
MARSEILLE ST CHARLES,LYON PART DIEU,82.7,2013,4,
PARIS MONTPARNASSE,LE MANS,90.9,2013,4,
PARIS LYON,LYON PART DIEU,92.5,2013,4,
MACON LOCHE,PARIS LYON,87.0,2013,4,
PARIS EST,STRASBOURG,95.3,2013,4,
STRASBOURG,NANTES,88.1,2013,4,
PARIS LYON,DIJON VILLE,94.0,2013,3,La journée du 12 mars a été très perturbée par les intempéries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
PARIS LYON,BELLEGARDE (AIN),71.0,2013,2,Conditions météorologiques difficiles (en particulier la neige et le froid).
NICE VILLE,PARIS LYON,76.7,2013,2,Conditions météorologiques difficiles (en particulier la neige et le froid).
PARIS MONTPARNASSE,ST PIERRE DES CORPS,93.7,2013,2,
BESANCON FRANCHE COMTE TGV,PARIS LYON,90.9,2013,2,
PARIS LYON,BESANCON FRANCHE COMTE TGV,89.9,2013,2,
AIX EN PROVENCE TGV,PARIS LYON,86.6,2013,3,
PARIS MONTPARNASSE,BREST,93.1,2013,3,
DUNKERQUE,PARIS NORD,92.6,2013,3,
REIMS,PARIS EST,88.5,2013,2,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,84.9,2013,1,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,92.5,2013,1,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,84.8,2013,1,
VALENCE ALIXAN TGV,PARIS LYON,85.9,2013,1,
PARIS MONTPARNASSE,ST MALO,94.6,2013,1,
PARIS MONTPARNASSE,BREST,95.3,2013,2,
PARIS LYON,MULHOUSE VILLE,90.9,2013,1,
PARIS LYON,AVIGNON TGV,85.6,2013,1,
PERPIGNAN,PARIS LYON,89.7,2013,1,
PARIS LYON,TOULON,82.8,2013,1,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,94.6,2013,4,"Accidents de personne les 15, 17 et 18. Présomption d'avarie sur le fil d'alimentation électrique (caténaire) le 14 près de Bordeaux."
PARIS LYON,BESANCON FRANCHE COMTE TGV,90.7,2013,4,
BELLEGARDE (AIN),PARIS LYON,90.9,2013,4,
PARIS LYON,AVIGNON TGV,90.7,2013,4,
PARIS MONTPARNASSE,QUIMPER,93.0,2015,3,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse le 2 (28 TGV; de 13' à 58'), 2 accidents de personne à Vannes le 6 (6 TGV; de 13' à 1h51) et à Cesson le 26 (11 TGV; 12' à 2h24'), un feu de traverses à l'entrée de Paris Montparnasse le 14 (6 TGV; 12' à 33'), un incendie aux abords des voies vers Laval le 23  (7 TGV; 22' à 2h05) ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 et un incident caténaire le 22 vers Redon (9 TGV; de 12' à 80')."
PARIS MONTPARNASSE,LA ROCHELLE VILLE,97.3,2015,3,"Cette OD a été touchée par les événements suivants:  un heurt de chevreuil sur la ligne grande vitesse à Vendôme le 2 (28 TGV; de 13' à 58'), un accident de personne à Poitiers le 8 (6 TGV; de 2h06 à 3h28), un feu de traverses à l'entrée de Paris Montparnasse le 14 (6 TGV; 12' à 33') ainsi que la divagation d'un chien sur la ligne grande vitesse à St Arnoult le 31 (13 TGV; de 12' à 36'). On compte par ailleurs 4 dérangements d'installations sur la ligne grande vitesse les 1, 2, 16 et 23 touchant jusqu'à 7 trains par jour avec des retards allant de 12' à 1h05 ainsi qu'un autre dérangement au niveau de  Poitiers le 23 (6 TGV; 18' à 2h10)."
PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.7,2015,3,
PARIS MONTPARNASSE,TOULOUSE MATABIAU,95.4,2015,3,
PARIS MONTPARNASSE,NANTES,94.6,2015,3,
PARIS LYON,MONTPELLIER,92.0,2015,3,
PARIS LYON,MACON LOCHE,99.0,2015,3,
PARIS LYON,TOULON,86.8,2015,3,
ANNECY,PARIS LYON,90.5,2015,4,
PARIS NORD,LILLE,93.6,2015,3,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,90.3,2015,1,La ligne a été impactée par des incidents externes dont deux accidents de personne au sud de POITIERS le 04/01 (3 TGV retardés de 1h34 à 3h40) ainsi que la divagation d’un veau le 07/01 entre ANGOULÊME et POITIERS (5 TGV de 24’ à 1h04) et le signalement de colis suspects le 14/01 et le 16/01 en gare de BORDEAUX (retardant respectivement 6 TGV de 18’ à 1h33 et 6 TGV de 17’ à 1h31). Un dérangement des installations au nord de CHATELLERAULT le 15/01 a également entraîné des retards (24 TGV de 12’ à 1h50) ainsi que la panne d’un TGV sur la Ligne Grande Vitesse le 23/01 (41 TGV retardés de 11’ à 3h18) et la panne d’un TER le 28/01 au sud de POITIERS (10 TGV retardés de 18’ à 3h23). Le heurt d’un train fret avec un train en stationnement à BORDEAUX le 13/01 a perturbé les circulations (6 TGV retardés de 8’ à 1h33).
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,88.0,2015,1,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,95.7,2015,1,
MARSEILLE ST CHARLES,PARIS LYON,92.7,2015,1,
NANTES,PARIS MONTPARNASSE,92.3,2015,1,
BREST,PARIS MONTPARNASSE,94.3,2015,1,
DIJON VILLE,PARIS LYON,93.2,2015,1,
NANTES,STRASBOURG,92.3,2015,1,
METZ,PARIS EST,89.7,2015,1,
PARIS EST,METZ,89.6,2015,1,
MARSEILLE ST CHARLES,LILLE,69.0,2015,4,"Les principaux évènements survenus au mois d'avril sont :
3 accidents de personne : Marne la Vallée et Choisy le Roi le 05 ainsi que Vergeze le 30
Plusieurs heurts d'animaux  : Allan le 08, Fresnoy le 14 et Sully le 21
Des colis suspects à Roissy les 01 et 30
Défauts d'alimentations : à Cesseins le 07, Vennissieux le 10 et à Aix le 17
Dérangement d'installations : Oignies le 03, Montanay le 08 et Sathonay le 24
Des travaux importants sur la LGV  entrainant des limitations de vitesse, essentiellement à Ressons et Lapalud"
BESANCON FRANCHE COMTE TGV,PARIS LYON,96.8,2015,4,
NANTES,PARIS MONTPARNASSE,92.5,2015,4,
MULHOUSE VILLE,PARIS LYON,93.2,2015,4,
PARIS LYON,LYON PART DIEU,93.6,2015,4,
PARIS LYON,MULHOUSE VILLE,94.9,2015,4,
PARIS MONTPARNASSE,BREST,90.3,2016,8,"Ce mois-ci l'OD a été touchée par plusieurs incidents:
Le 9 : heurt d’un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 16 : Défaillance matérielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 26 : conséquences des fortes chaleurs à Connerré (18 TGV ; 263mn)
Le 26 : heurt d’un véhicule à St Pierre la Cour (69 TGV ; 4398mn)
Le 27 : dérangement d’installation sur la ligne grande vitesse (St Cyr) (24 TGV ; 907mn)
Le 31 : Début d’incendie sur un TER à Neau (16 TGV ; 355mn)
Le 31 : dérangement d’installation sur la ligne grande vitesse (St Léger) (23 TGV ; 410mn)
et plusieurs jours dans le mois, des mesures de limitation de vitesse  entre Connerré et Le Mans et à Rennes dues aux fortes chaleurs"
